iter	Passed	Remaining
1673	23577	91804
1674	23593	91794
1675	23606	91778
1676	23620	91764
1677	23634	91749
1678	23650	91740
1679	23663	91724
1680	23677	91708
1681	23691	91694
1682	23707	91689
1683	23721	91673
1684	23736	91663
1685	23751	91651
1686	23765	91637
1687	23779	91624
1688	23793	91609
1689	23805	91589
1690	23820	91575
1691	23834	91563
1692	23850	91556
1693	23863	91539
1694	23878	91527
1695	23892	91512
1696	23909	91508
1697	23923	91496
1698	23938	91483
1699	23952	91471
1700	23966	91457
1701	23981	91445
1702	23996	91436
1703	24011	91422
1704	24024	91407
1705	24039	91394
1706	24054	91385
1707	24069	91373
1708	24085	91366
1709	24099	91354
1710	24113	91337
1711	24126	91318
1712	24139	91302
1713	24154	91289
1714	24169	91281
1715	24184	91268
1716	24198	91255
1717	24213	91245
1718	24228	91232
1719	24242	91220
1720	24257	91209
1721	24271	91196
1722	24287	91186
1723	24301	91173
1724	24317	91165
1725	24332	91155
1726	24346	91139
1727	24360	91125
1728	24374	91110
1729	24389	91101
1730	24404	91090
1731	24417	91072
1732	24432	91060
1733	24447	91049
1734	24460	91033
1735	24475	91021
1736	24490	91009
1737	24505	90999
1738	24519	90985
1739	24534	90973
1740	24548	90960
1741	24564	90951
1742	24579	90941
1743	24593	90927
1744	24608	90916
1745	24622	90903
1746	24636	90886
1747	24656	90894
1748	24672	90889
1749	24690	90887
1750	24705	90876
1751	24719	90865
1752	24734	90853
1753	24755	90864
1754	24777	90880
1755	24791	90866
1756	24804	90847
1757	24820	90837
1758	24833	90820
1759	24848	90808
1760	24862	90796
1761	24875	90776
1762	24891	90768
1763	24905	90756
1764	24920	90745
1765	24934	90729
1766	24949	90719
1767	24963	90703
1768	24979	90697
1769	24994	90685
1770	25009	90673
1771	25023	90659
1772	25036	90641
1773	25050	90628
1774	25064	90613
1775	25078	90600
1776	25094	90589
1777	25108	90577
1778	25126	90578
1779	25139	90560
1780	25149	90530
1781	25160	90504
1782	25171	90480
1783	25183	90457
1784	25195	90434
1785	25207	90413
1786	25223	90404
1787	25237	90392
1788	25251	90378
1789	25266	90368
1790	25281	90354
1791	25294	90336
1792	25307	90319
1793	25321	90306
1794	25336	90292
1795	25349	90274
1796	25363	90263
1797	25378	90250
1798	25391	90233
1799	25404	90214
1800	25417	90195
1801	25433	90189
1802	25446	90171
1803	25460	90156
1804	25473	90139
1805	25487	90123
1806	25501	90109
1807	25515	90095
1808	25529	90081
1809	25554	90103
1810	25574	90111
1811	25586	90089
1812	25598	90067
1813	25610	90046
1814	25624	90031
1815	25639	90022
1816	25656	90016
1817	25672	90008
1818	25686	89995
1819	25701	89984
1820	25714	89966
1821	25729	89953
1822	25744	89943
1823	25759	89933
1824	25774	89922
1825	25789	89909
1826	25804	89900
1827	25818	89884
1828	25832	89868
1829	25847	89858
1830	25862	89848
1831	25877	89836
1832	25891	89823
1833	25906	89811
1834	25921	89801
1835	25935	89784
1836	25950	89773
1837	25965	89762
1838	25980	89753
1839	25996	89742
1840	26011	89732
1841	26025	89717
1842	26038	89700
1843	26053	89688
1844	26067	89674
1845	26081	89660
1846	26096	89649
1847	26110	89635
1848	26124	89619
1849	26138	89606
1850	26154	89598
1851	26168	89583
1852	26184	89574
1853	26198	89562
1854	26221	89577
1855	26238	89574
1856	26254	89564
1857	26268	89551
1858	26283	89540
1859	26300	89534
1860	26316	89527
1861	26331	89515
1862	26347	89506
1863	26360	89491
1864	26374	89476
1865	26388	89459
1866	26403	89450
1867	26417	89433
1868	26438	89443
1869	26453	89433
1870	26471	89430
1871	26484	89413
1872	26498	89400
1873	26512	89382
1874	26525	89365
1875	26539	89350
1876	26552	89334
1877	26566	89319
1878	26581	89307
1879	26596	89296
1880	26612	89287
1881	26625	89269
1882	26638	89252
1883	26651	89234
1884	26665	89220
1885	26679	89206
1886	26694	89195
1887	26708	89177
1888	26721	89160
1889	26735	89145
1890	26749	89132
1891	26763	89116
1892	26776	89099
1893	26796	89103
1894	26815	89106
1895	26829	89090
1896	26843	89078
1897	26858	89066
1898	26872	89052
1899	26887	89040
1900	26901	89026
1901	26916	89012
1902	26931	89002
1903	26946	88990
1904	26961	88978
1905	26974	88961
1906	26988	88948
1907	27002	88931
1908	27016	88917
1909	27030	88904
1910	27045	88891
1911	27058	88873
1912	27072	88859
1913	27085	88841
1914	27099	88825
1915	27113	88812
1916	27126	88794
1917	27139	88776
1918	27153	88761
1919	27166	88744
1920	27179	88724
1921	27193	88711
1922	27206	88695
1923	27221	88681
1924	27235	88667
1925	27249	88651
1926	27263	88638
1927	27277	88623
1928	27292	88613
1929	27306	88598
1930	27320	88583
1931	27335	88570
1932	27348	88552
1933	27361	88535
1934	27374	88519
1935	27390	88508
1936	27404	88495
1937	27418	88480
1938	27432	88466
1939	27448	88457
1940	27461	88440
1941	27474	88422
1942	27489	88410
1943	27502	88393
1944	27516	88378
1945	27530	88363
1946	27544	88348
1947	27559	88337
1948	27573	88324
1949	27586	88305
1950	27601	88294
1951	27617	88286
1952	27632	88275
1953	27646	88259
1954	27660	88244
1955	27675	88232
1956	27689	88217
1957	27704	88208
1958	27717	88189
1959	27730	88171
1960	27744	88156
1961	27758	88142
1962	27771	88123
1963	27784	88106
1964	27798	88090
1965	27811	88073
1966	27824	88057
1967	27838	88042
1968	27851	88024
1969	27864	88006
1970	27878	87991
1971	27891	87975
1972	27904	87957
1973	27919	87943
1974	27931	87924
1975	27944	87907
1976	27959	87896
1977	27974	87883
1978	27987	87866
1979	28001	87850
1980	28016	87840
1981	28030	87823
1982	28043	87807
1983	28058	87795
1984	28072	87781
1985	28085	87763
1986	28099	87750
1987	28111	87729
1988	28125	87713
1989	28139	87699
1990	28152	87681
1991	28165	87664
1992	28179	87650
1993	28194	87636
1994	28207	87619
1995	28220	87603
1996	28234	87587
1997	28247	87570
1998	28262	87558
1999	28274	87538
2000	28289	87526
2001	28303	87511
2002	28316	87495
2003	28328	87474
2004	28343	87460
2005	28356	87444
2006	28370	87430
2007	28383	87411
2008	28396	87394
2009	28409	87377
2010	28423	87361
2011	28437	87347
2012	28451	87332
2013	28463	87313
2014	28478	87299
2015	28491	87283
2016	28506	87270
2017	28520	87257
2018	28534	87243
2019	28549	87230
2020	28563	87218
2021	28578	87206
2022	28593	87194
2023	28607	87180
2024	28621	87165
2025	28635	87149
2026	28648	87131
2027	28662	87117
2028	28674	87098
2029	28687	87081
2030	28700	87063
2031	28715	87050
2032	28730	87038
2033	28743	87022
2034	28757	87006
2035	28770	86990
2036	28784	86974
2037	28798	86961
2038	28813	86949
2039	28827	86934
2040	28841	86921
2041	28856	86909
2042	28870	86894
2043	28883	86876
2044	28897	86861
2045	28912	86849
2046	28926	86835
2047	28940	86822
2048	28957	86815
2049	28971	86801
2050	28983	86782
2051	28995	86761
2052	29008	86743
2053	29021	86724
2054	29035	86710
2055	29048	86694
2056	29062	86679
2057	29076	86664
2058	29090	86651
2059	29106	86641
2060	29121	86628
2061	29136	86619
2062	29150	86604
2063	29163	86587
2064	29178	86575
2065	29193	86564
2066	29208	86550
2067	29221	86535
2068	29234	86517
2069	29248	86501
2070	29262	86486
2071	29276	86471
2072	29288	86453
2073	29301	86435
2074	29315	86420
2075	29330	86408
2076	29343	86390
2077	29355	86370
2078	29369	86357
2079	29383	86341
2080	29396	86325
2081	29410	86311
2082	29425	86299
2083	29439	86285
2084	29454	86272
2085	29468	86258
2086	29482	86242
2087	29496	86227
2088	29510	86213
2089	29523	86198
2090	29536	86181
2091	29550	86166
2092	29562	86145
2093	29575	86126
2094	29589	86111
2095	29603	86099
2096	29618	86086
2097	29631	86070
2098	29646	86057
2099	29660	86044
2100	29675	86032
2101	29689	86017
2102	29704	86007
2103	29720	85997
2104	29734	85982
2105	29749	85972
2106	29762	85953
2107	29776	85938
2108	29788	85920
2109	29803	85908
2110	29817	85893
2111	29831	85879
2112	29845	85864
2113	29860	85851
2114	29874	85837
2115	29888	85823
2116	29902	85809
2117	29918	85800
2118	29932	85787
2119	29945	85769
2120	29960	85756
2121	29975	85743
2122	29989	85729
2123	30002	85713
2124	30016	85698
2125	30031	85686
2126	30046	85676
2127	30059	85658
2128	30073	85644
2129	30088	85631
2130	30101	85616
2131	30114	85596
2132	30130	85587
2133	30144	85573
2134	30157	85557
2135	30171	85542
2136	30184	85525
2137	30197	85507
2138	30211	85492
2139	30225	85477
2140	30239	85465
2141	30253	85449
2142	30268	85438
2143	30282	85423
2144	30296	85408
2145	30309	85392
2146	30323	85376
2147	30336	85359
2148	30350	85344
2149	30364	85330
2150	30378	85316
2151	30393	85304
2152	30407	85289
2153	30421	85274
2154	30434	85258
2155	30448	85245
2156	30462	85229
2157	30476	85215
2158	30493	85208
2159	30506	85192
2160	30521	85180
2161	30535	85166
2162	30550	85155
2163	30565	85143
2164	30581	85133
2165	30595	85120
2166	30609	85105
2167	30622	85088
2168	30639	85081
2169	30652	85063
2170	30664	85044
2171	30679	85031
2172	30693	85018
2173	30708	85005
2174	30722	84992
2175	30736	84977
2176	30750	84962
2177	30763	84946
2178	30777	84931
2179	30791	84917
2180	30806	84904
2181	30820	84889
2182	30833	84873
2183	30848	84861
2184	30862	84848
2185	30875	84830
2186	30889	84814
2187	30903	84801
2188	30917	84786
2189	30931	84771
2190	30945	84757
2191	30959	84742
2192	30974	84731
2193	30988	84717
2194	31002	84702
2195	31016	84687
2196	31030	84674
2197	31044	84659
2198	31057	84642
2199	31071	84627
2200	31086	84616
2201	31100	84600
2202	31114	84586
2203	31129	84574
2204	31143	84559
2205	31157	84545
2206	31170	84528
2207	31180	84503
2208	31195	84491
2209	31207	84473
2210	31221	84457
2211	31234	84439
2212	31248	84426
2213	31262	84411
2214	31276	84397
2215	31292	84387
2216	31306	84374
2217	31320	84359
2218	31335	84347
2219	31350	84336
2220	31363	84317
2221	31377	84303
2222	31391	84289
2223	31405	84274
2224	31420	84262
2225	31435	84251
2226	31449	84236
2227	31462	84221
2228	31477	84209
2229	31493	84197
2230	31506	84182
2231	31520	84167
2232	31535	84156
2233	31549	84141
2234	31564	84129
2235	31579	84119
2236	31609	84144
2237	31645	84189
2238	31659	84175
2239	31674	84162
2240	31687	84147
2241	31703	84137
2242	31718	84125
2243	31746	84148
2244	31759	84132
2245	31773	84115
2246	31786	84099
2247	31801	84087
2248	31816	84075
2249	31838	84082
2250	31877	84133
2251	31893	84122
2252	31904	84102
2253	31916	84083
2254	31928	84062
2255	31941	84043
2256	31954	84027
2257	31969	84014
2258	32011	84073
2259	32025	84059
2260	32040	84046
2261	32053	84030
2262	32067	84016
2263	32095	84038
2264	32108	84021
2265	32123	84007
2266	32138	83997
2267	32151	83980
2268	32166	83966
2269	32180	83952
2270	32207	83971
2271	32222	83960
2272	32237	83947
2273	32249	83929
2274	32263	83914
2275	32278	83900
2276	32293	83889
2277	32306	83872
2278	32328	83877
2279	32341	83860
2280	32354	83844
2281	32368	83828
2282	32381	83812
2283	32395	83796
2284	32408	83780
2285	32421	83763
2286	32436	83750
2287	32450	83736
2288	32466	83726
2289	32480	83711
2290	32494	83696
2291	32507	83680
2292	32521	83665
2293	32534	83647
2294	32549	83634
2295	32563	83620
2296	32576	83604
2297	32591	83591
2298	32605	83578
2299	32619	83562
2300	32633	83546
2301	32645	83528
2302	32660	83516
2303	32675	83505
2304	32690	83491
2305	32704	83478
2306	32719	83464
2307	32733	83450
2308	32746	83433
2309	32759	83415
2310	32773	83400
2311	32785	83382
2312	32799	83366
2313	32812	83349
2314	32825	83333
2315	32838	83316
2316	32852	83300
2317	32866	83287
2318	32880	83270
2319	32893	83255
2320	32908	83242
2321	32923	83229
2322	32935	83211
2323	32949	83197
2324	32962	83179
2325	32975	83161
2326	32989	83146
2327	33002	83129
2328	33015	83111
2329	33028	83095
2330	33042	83080
2331	33056	83065
2332	33070	83050
2333	33083	83033
2334	33097	83019
2335	33111	83004
2336	33125	82991
2337	33138	82972
2338	33151	82957
2339	33165	82941
2340	33179	82927
2341	33192	82910
2342	33206	82895
2343	33218	82875
2344	33230	82856
2345	33243	82840
2346	33257	82825
2347	33270	82808
2348	33284	82792
2349	33296	82773
2350	33310	82757
2351	33324	82744
2352	33338	82729
2353	33352	82714
2354	33365	82698
2355	33380	82686
2356	33394	82670
2357	33408	82655
2358	33422	82641
2359	33436	82627
2360	33450	82612
2361	33464	82597
2362	33477	82582
2363	33492	82568
2364	33505	82552
2365	33518	82534
2366	33531	82519
2367	33544	82500
2368	33557	82483
2369	33571	82470
2370	33586	82456
2371	33599	82440
2372	33613	82425
2373	33625	82406
2374	33637	82385
2375	33651	82373
2376	33664	82356
2377	33678	82340
2378	33692	82326
2379	33706	82311
2380	33719	82294
2381	33733	82279
2382	33747	82265
2383	33761	82250
2384	33775	82235
2385	33787	82218
2386	33801	82202
2387	33815	82187
2388	33828	82172
2389	33844	82162
2390	33859	82149
2391	33874	82137
2392	33888	82121
2393	33900	82103
2394	33912	82084
2395	33927	82070
2396	33939	82052
2397	33953	82036
2398	33966	82021
2399	33981	82007
2400	33993	81990
2401	34008	81976
2402	34021	81961
2403	34035	81945
2404	34049	81930
2405	34061	81912
2406	34074	81895
2407	34089	81881
2408	34102	81866
2409	34116	81851
2410	34130	81835
2411	34143	81820
2412	34157	81805
2413	34171	81791
2414	34184	81773
2415	34198	81758
2416	34211	81743
2417	34226	81731
2418	34241	81717
2419	34255	81703
2420	34269	81687
2421	34282	81672
2422	34295	81655
2423	34309	81639
2424	34322	81624
2425	34336	81609
2426	34350	81594
2427	34364	81579
2428	34377	81563
2429	34391	81549
2430	34405	81533
2431	34419	81520
2432	34432	81503
2433	34447	81490
2434	34461	81476
2435	34475	81461
2436	34488	81445
2437	34502	81429
2438	34516	81417
2439	34531	81404
2440	34545	81389
2441	34561	81378
2442	34575	81363
2443	34589	81350
2444	34603	81335
2445	34617	81321
2446	34630	81304
2447	34643	81288
2448	34657	81273
2449	34671	81257
2450	34685	81243
2451	34698	81227
2452	34712	81213
2453	34726	81198
2454	34741	81185
2455	34754	81170
2456	34768	81153
2457	34783	81142
2458	34797	81128
2459	34811	81113
2460	34825	81099
2461	34838	81081
2462	34851	81064
2463	34864	81048
2464	34877	81031
2465	34891	81017
2466	34906	81004
2467	34919	80989
2468	34935	80977
2469	34949	80965
2470	34964	80952
2471	34978	80937
2472	34994	80927
2473	35008	80913
2474	35021	80895
2475	35033	80876
2476	35045	80857
2477	35056	80836
2478	35071	80823
2479	35085	80809
2480	35100	80798
2481	35115	80784
2482	35130	80772
2483	35145	80760
2484	35158	80744
2485	35171	80727
2486	35186	80714
2487	35199	80698
2488	35214	80686
2489	35228	80672
2490	35243	80658
2491	35257	80644
2492	35272	80633
2493	35287	80619
2494	35299	80601
2495	35312	80585
2496	35326	80570
2497	35339	80554
2498	35354	80540
2499	35369	80528
2500	35384	80517
2501	35399	80504
2502	35413	80489
2503	35426	80473
2504	35438	80455
2505	35452	80440
2506	35466	80425
2507	35481	80412
2508	35494	80396
2509	35506	80378
2510	35519	80361
2511	35535	80351
2512	35549	80336
2513	35564	80323
2514	35578	80310
2515	35592	80294
2516	35605	80278
2517	35619	80265
2518	35634	80251
2519	35648	80238
2520	35663	80225
2521	35676	80209
2522	35690	80193
2523	35704	80180
2524	35718	80165
2525	35732	80150
2526	35747	80137
2527	35761	80123
2528	35775	80108
2529	35789	80095
2530	35804	80083
2531	35818	80067
2532	35832	80054
2533	35846	80040
2534	35861	80027
2535	35876	80014
2536	35890	79999
2537	35903	79984
2538	35917	79969
2539	35931	79954
2540	35945	79940
2541	35961	79929
2542	35978	79922
2543	35992	79907
2544	36005	79890
2545	36019	79875
2546	36032	79859
2547	36047	79846
2548	36061	79834
2549	36075	79819
2550	36090	79805
2551	36104	79792
2552	36118	79778
2553	36133	79764
2554	36146	79747
2555	36160	79733
2556	36173	79718
2557	36187	79704
2558	36208	79703
2559	36222	79689
2560	36236	79675
2561	36250	79660
2562	36264	79645
2563	36278	79630
2564	36291	79614
2565	36303	79596
2566	36317	79581
2567	36331	79567
2568	36346	79554
2569	36360	79540
2570	36375	79527
2571	36388	79511
2572	36402	79497
2573	36416	79481
2574	36430	79467
2575	36443	79452
2576	36458	79439
2577	36471	79422
2578	36485	79409
2579	36500	79395
2580	36513	79378
2581	36527	79365
2582	36542	79351
2583	36554	79333
2584	36566	79315
2585	36580	79299
2586	36594	79285
2587	36607	79269
2588	36622	79255
2589	36637	79244
2590	36651	79229
2591	36665	79215
2592	36678	79199
2593	36693	79186
2594	36707	79172
2595	36721	79157
2596	36735	79142
2597	36749	79127
2598	36761	79109
2599	36774	79094
2600	36787	79077
2601	36800	79060
2602	36815	79047
2603	36829	79033
2604	36843	79018
2605	36856	79001
2606	36869	78985
2607	36883	78971
2608	36897	78956
2609	36910	78940
2610	36923	78924
2611	36937	78908
2612	36951	78894
2613	36966	78881
2614	36981	78870
2615	36995	78856
2616	37008	78840
2617	37023	78827
2618	37037	78811
2619	37051	78798
2620	37067	78788
2621	37081	78773
2622	37096	78761
2623	37109	78744
2624	37124	78732
2625	37139	78720
2626	37153	78705
2627	37168	78692
2628	37181	78677
2629	37195	78662
2630	37210	78649
2631	37225	78637
2632	37238	78621
2633	37252	78606
2634	37265	78590
2635	37279	78576
2636	37293	78560
2637	37307	78547
2638	37321	78533
2639	37335	78517
2640	37349	78502
2641	37362	78487
2642	37375	78469
2643	37389	78455
2644	37402	78438
2645	37416	78424
2646	37428	78406
2647	37442	78391
2648	37458	78380
2649	37472	78367
2650	37488	78356
2651	37501	78340
2652	37515	78326
2653	37529	78311
2654	37544	78298
2655	37558	78284
2656	37572	78270
2657	37585	78254
2658	37598	78237
2659	37613	78223
2660	37626	78208
2661	37639	78192
2662	37652	78175
2663	37666	78160
2664	37680	78146
2665	37694	78131
2666	37709	78118
2667	37723	78104
2668	37736	78088
2669	37751	78075
2670	37767	78065
2671	37781	78051
2672	37797	78040
2673	37811	78027
2674	37825	78012
2675	37840	78000
2676	37854	77986
2677	37868	77971
2678	37882	77957
2679	37897	77944
2680	37911	77929
2681	37925	77916
2682	37937	77897
2683	37951	77882
2684	37965	77867
2685	37979	77853
2686	37994	77841
2687	38010	77830
2688	38023	77814
2689	38036	77799
2690	38051	77784
2691	38065	77770
2692	38079	77757
2693	38094	77744
2694	38109	77731
2695	38122	77714
2696	38137	77703
2697	38152	77691
2698	38166	77676
2699	38180	77662
2700	38195	77650
2701	38209	77634
2702	38223	77620
2703	38239	77609
2704	38253	77596
2705	38269	77584
2706	38283	77571
2707	38298	77558
2708	38312	77544
2709	38326	77529
2710	38342	77519
2711	38356	77505
2712	38371	77491
2713	38385	77478
2714	38399	77464
2715	38413	77450
2716	38427	77434
2717	38441	77419
2718	38452	77399
2719	38465	77383
2720	38479	77369
2721	38494	77356
2722	38508	77342
2723	38523	77330
2724	38537	77315
2725	38551	77300
2726	38565	77286
2727	38579	77271
2728	38594	77259
2729	38609	77246
2730	38623	77233
2731	38638	77221
2732	38653	77208
2733	38668	77194
2734	38682	77180
2735	38696	77167
2736	38711	77153
2737	38725	77139
2738	38739	77124
2739	38753	77111
2740	38768	77098
2741	38782	77084
2742	38798	77072
2743	38812	77058
2744	38827	77046
2745	38840	77031
2746	38855	77016
2747	38868	77000
2748	38882	76986
2749	38895	76970
2750	38910	76957
2751	38924	76943
2752	38938	76930
2753	38953	76916
2754	38967	76902
2755	38983	76891
2756	38999	76880
2757	39014	76868
2758	39029	76856
2759	39042	76840
2760	39055	76824
2761	39069	76809
2762	39082	76793
2763	39097	76779
2764	39112	76767
2765	39127	76756
2766	39141	76741
2767	39155	76725
2768	39169	76712
2769	39183	76697
2770	39197	76682
2771	39211	76668
2772	39225	76654
2773	39238	76638
2774	39254	76627
2775	39269	76614
2776	39283	76601
2777	39298	76588
2778	39313	76575
2779	39327	76561
2780	39341	76547
2781	39354	76530
2782	39368	76516
2783	39380	76498
2784	39395	76485
2785	39409	76471
2786	39423	76456
2787	39436	76440
2788	39450	76425
2789	39464	76411
2790	39478	76397
2791	39494	76385
2792	39508	76371
2793	39521	76355
2794	39534	76339
2795	39549	76326
2796	39564	76314
2797	39579	76301
2798	39595	76291
2799	39610	76278
2800	39625	76265
2801	39639	76251
2802	39652	76236
2803	39667	76223
2804	39682	76209
2805	39695	76194
2806	39710	76180
2807	39725	76168
2808	39740	76156
2809	39754	76141
2810	39768	76127
2811	39781	76111
2812	39796	76099
2813	39812	76087
2814	39826	76073
2815	39840	76058
2816	39854	76044
2817	39869	76032
2818	39882	76015
2819	39892	75994
2820	39903	75973
2821	39912	75950
2822	39923	75929
2823	39933	75908
2824	39944	75886
2825	39954	75866
2826	39965	75845
2827	39975	75823
2828	39985	75801
2829	39996	75780
2830	40006	75759
2831	40015	75736
2832	40026	75715
2833	40036	75693
2834	40046	75672
2835	40056	75649
2836	40066	75627
2837	40076	75605
2838	40086	75583
2839	40095	75560
2840	40105	75539
2841	40116	75518
2842	40127	75497
2843	40137	75476
2844	40148	75456
2845	40159	75437
2846	40170	75416
2847	40181	75397
2848	40193	75379
2849	40205	75360
2850	40218	75344
2851	40231	75328
2852	40245	75313
2853	40259	75299
2854	40273	75285
2855	40287	75270
2856	40300	75255
2857	40314	75240
2858	40328	75225
2859	40341	75210
2860	40355	75195
2861	40368	75179
2862	40384	75168
2863	40396	75151
2864	40410	75136
2865	40423	75121
2866	40438	75107
2867	40451	75092
2868	40465	75077
2869	40478	75061
2870	40493	75049
2871	40508	75036
2872	40523	75023
2873	40537	75010
2874	40551	74996
2875	40566	74983
2876	40580	74969
2877	40593	74951
2878	40607	74938
2879	40621	74923
2880	40636	74911
2881	40649	74896
2882	40664	74882
2883	40678	74869
2884	40694	74857
2885	40709	74845
2886	40722	74829
2887	40735	74813
2888	40752	74804
2889	40767	74792
2890	40782	74779
2891	40796	74765
2892	40811	74752
2893	40825	74739
2894	40840	74726
2895	40853	74710
2896	40866	74694
2897	40880	74678
2898	40895	74667
2899	40910	74653
2900	40924	74641
2901	40940	74629
2902	40955	74618
2903	40970	74605
2904	40986	74593
2905	41001	74581
2906	41017	74570
2907	41030	74554
2908	41044	74540
2909	41058	74526
2910	41072	74512
2911	41085	74496
2912	41099	74482
2913	41115	74469
2914	41128	74455
2915	41143	74442
2916	41157	74427
2917	41172	74415
2918	41186	74401
2919	41201	74388
2920	41216	74375
2921	41230	74360
2922	41245	74349
2923	41261	74337
2924	41275	74323
2925	41289	74309
2926	41303	74296
2927	41318	74283
2928	41332	74269
2929	41347	74257
2930	41361	74241
2931	41375	74228
2932	41392	74217
2933	41406	74204
2934	41420	74189
2935	41433	74174
2936	41448	74160
2937	41462	74147
2938	41476	74133
2939	41491	74121
2940	41505	74105
2941	41519	74091
2942	41532	74075
2943	41545	74058
2944	41558	74043
2945	41573	74031
2946	41588	74018
2947	41601	74002
2948	41616	73989
2949	41632	73978
2950	41647	73966
2951	41661	73951
2952	41675	73937
2953	41689	73924
2954	41703	73908
2955	41717	73894
2956	41733	73883
2957	41748	73871
2958	41764	73861
2959	41780	73849
2960	41793	73834
2961	41807	73820
2962	41821	73804
2963	41835	73791
2964	41851	73780
2965	41866	73767
2966	41882	73756
2967	41897	73744
2968	41910	73728
2969	41924	73713
2970	41938	73699
2971	41953	73686
2972	41968	73673
2973	41984	73663
2974	42000	73653
2975	42016	73641
2976	42031	73629
2977	42045	73615
2978	42059	73600
2979	42073	73585
2980	42087	73572
2981	42101	73557
2982	42116	73544
2983	42129	73529
2984	42145	73517
2985	42160	73505
2986	42176	73494
2987	42190	73480
2988	42205	73467
2989	42219	73454
2990	42234	73440
2991	42249	73427
2992	42264	73415
2993	42280	73404
2994	42295	73392
2995	42310	73380
2996	42326	73368
2997	42341	73355
2998	42354	73340
2999	42372	73332
3000	42386	73318
3001	42400	73304
3002	42414	73290
3003	42429	73277
3004	42444	73265
3005	42459	73251
3006	42474	73239
3007	42488	73225
3008	42503	73211
3009	42516	73196
3010	42530	73180
3011	42544	73166
3012	42558	73153
3013	42573	73140
3014	42588	73127
3015	42603	73115
3016	42617	73100
3017	42631	73086
3018	42645	73071
3019	42659	73057
3020	42674	73045
3021	42687	73029
3022	42701	73014
3023	42715	73001
3024	42731	72989
3025	42745	72975
3026	42759	72960
3027	42772	72944
3028	42784	72927
3029	42798	72913
3030	42813	72899
3031	42827	72885
3032	42841	72871
3033	42856	72858
3034	42870	72844
3035	42884	72830
3036	42899	72817
3037	42913	72802
3038	42926	72787
3039	42941	72774
3040	42956	72762
3041	42970	72747
3042	42984	72732
3043	42998	72718
3044	43013	72706
3045	43027	72692
3046	43041	72677
3047	43055	72662
3048	43070	72650
3049	43085	72638
3050	43100	72624
3051	43114	72610
3052	43132	72603
3053	43147	72591
3054	43162	72578
3055	43177	72566
3056	43194	72555
3057	43208	72541
3058	43223	72529
3059	43238	72516
3060	43253	72503
3061	43274	72501
3062	43287	72485
3063	43301	72471
3064	43315	72456
3065	43329	72442
3066	43344	72429
3067	43357	72413
3068	43371	72399
3069	43385	72383
3070	43399	72369
3071	43414	72358
3072	43429	72344
3073	43444	72331
3074	43457	72315
3075	43470	72300
3076	43485	72287
3077	43500	72274
3078	43514	72260
3079	43528	72245
3080	43541	72229
3081	43553	72212
3082	43568	72199
3083	43581	72183
3084	43595	72168
3085	43610	72156
3086	43624	72142
3087	43638	72127
3088	43652	72113
3089	43664	72096
3090	43678	72081
3091	43693	72068
3092	43709	72057
3093	43724	72045
3094	43738	72030
3095	43752	72016
3096	43766	72002
3097	43780	71987
3098	43795	71974
3099	43809	71960
3100	43823	71945
3101	43837	71932
3102	43852	71918
3103	43866	71904
3104	43879	71888
3105	43894	71876
3106	43908	71861
3107	43922	71847
3108	43937	71835
3109	43952	71822
3110	43968	71811
3111	43983	71798
3112	43998	71785
3113	44012	71771
3114	44028	71759
3115	44043	71746
3116	44058	71735
3117	44073	71722
3118	44088	71708
3119	44102	71694
3120	44117	71682
3121	44131	71668
3122	44146	71654
3123	44160	71641
3124	44175	71627
3125	44190	71615
3126	44205	71603
3127	44219	71587
3128	44234	71575
3129	44248	71561
3130	44263	71548
3131	44276	71532
3132	44292	71520
3133	44306	71507
3134	44322	71495
3135	44336	71481
3136	44351	71469
3137	44367	71457
3138	44381	71443
3139	44394	71427
3140	44409	71413
3141	44425	71403
3142	44439	71388
3143	44452	71372
3144	44465	71357
3145	44480	71344
3146	44493	71328
3147	44508	71314
3148	44521	71299
3149	44535	71285
3150	44551	71273
3151	44565	71259
3152	44579	71245
3153	44593	71230
3154	44608	71218
3155	44623	71204
3156	44638	71191
3157	44651	71176
3158	44667	71165
3159	44680	71148
3160	44693	71134
3161	44708	71120
3162	44722	71106
3163	44736	71091
3164	44750	71077
3165	44764	71062
3166	44777	71047
3167	44796	71040
3168	44812	71029
3169	44827	71016
3170	44842	71003
3171	44855	70987
3172	44875	70982
3173	44893	70975
3174	44907	70961
3175	44922	70947
3176	44936	70933
3177	44950	70919
3178	44964	70905
3179	44979	70891
3180	44994	70878
3181	45008	70864
3182	45021	70849
3183	45035	70835
3184	45048	70819
3185	45062	70803
3186	45077	70791
3187	45090	70775
3188	45105	70762
3189	45119	70748
3190	45132	70733
3191	45145	70717
3192	45158	70699
3193	45170	70683
3194	45181	70664
3195	45194	70647
3196	45207	70632
3197	45222	70618
3198	45236	70604
3199	45250	70590
3200	45262	70573
3201	45276	70558
3202	45289	70543
3203	45302	70526
3204	45316	70512
3205	45332	70500
3206	45347	70488
3207	45362	70475
3208	45377	70463
3209	45391	70447
3210	45405	70434
3211	45420	70421
3212	45435	70408
3213	45449	70393
3214	45463	70380
3215	45478	70367
3216	45493	70354
3217	45506	70338
3218	45518	70321
3219	45533	70308
3220	45547	70293
3221	45560	70278
3222	45575	70265
3223	45589	70250
3224	45602	70235
3225	45615	70218
3226	45630	70205
