iter	Passed	Remaining
235	3088	104104
236	3103	104168
237	3118	104206
238	3131	104202
239	3144	104194
240	3157	104182
241	3171	104196
242	3185	104205
243	3198	104190
244	3212	104214
245	3227	104261
246	3242	104301
247	3257	104342
248	3274	104441
249	3288	104481
250	3303	104525
251	3316	104494
252	3329	104487
253	3343	104502
254	3357	104510
255	3371	104520
256	3386	104552
257	3400	104573
258	3414	104573
259	3427	104563
260	3442	104593
261	3456	104623
262	3469	104589
263	3482	104584
264	3494	104546
265	3508	104556
266	3521	104521
267	3534	104510
268	3548	104503
269	3562	104537
270	3576	104524
271	3589	104515
272	3603	104531
273	3617	104527
274	3631	104534
275	3645	104568
276	3661	104611
277	3675	104640
278	3690	104674
279	3704	104686
280	3719	104722
281	3733	104726
282	3746	104705
283	3759	104696
284	3773	104699
285	3787	104689
286	3800	104673
287	3813	104656
288	3826	104640
289	3839	104619
290	3853	104626
291	3867	104644
292	3882	104677
293	3896	104686
294	3911	104713
295	3925	104711
296	3937	104671
297	3949	104633
298	3963	104619
299	3976	104618
300	3990	104608
301	4003	104591
302	4016	104583
303	4030	104591
304	4044	104577
305	4057	104556
306	4071	104563
307	4085	104576
308	4100	104613
309	4114	104606
310	4127	104584
311	4141	104588
312	4159	104714
313	4177	104805
314	4193	104864
315	4206	104847
316	4219	104823
317	4233	104826
318	4248	104841
319	4261	104835
320	4272	104768
321	4287	104781
322	4299	104755
323	4313	104748
324	4328	104777
325	4343	104802
326	4358	104823
327	4372	104836
328	4387	104865
329	4404	104943
330	4417	104921
331	4430	104896
332	4444	104890
333	4457	104882
334	4470	104852
335	4484	104852
336	4498	104854
337	4511	104837
338	4526	104857
339	4540	104858
340	4554	104859
341	4569	104878
342	4583	104885
343	4596	104870
344	4610	104872
345	4625	104879
346	4639	104886
347	4652	104878
348	4668	104916
349	4683	104931
350	4697	104947
351	4711	104931
352	4726	104955
353	4741	104979
354	4753	104939
355	4768	104950
356	4782	104950
357	4795	104940
358	4809	104933
359	4823	104942
360	4837	104928
361	4851	104946
362	4864	104925
363	4878	104915
364	4891	104892
365	4906	104903
366	4920	104918
367	4933	104884
368	4946	104872
369	4959	104836
370	4972	104822
371	4987	104836
372	5000	104823
373	5012	104785
374	5025	104763
375	5041	104791
376	5054	104768
377	5067	104752
378	5081	104754
379	5095	104754
380	5108	104734
381	5123	104760
382	5136	104737
383	5151	104740
384	5163	104713
385	5175	104672
386	5191	104700
387	5205	104691
388	5220	104710
389	5233	104691
390	5246	104676
391	5259	104660
392	5273	104642
393	5286	104634
394	5300	104624
395	5313	104612
396	5327	104607
397	5340	104581
398	5355	104603
399	5370	104623
400	5383	104591
401	5397	104596
402	5411	104584
403	5424	104574
404	5438	104573
405	5452	104569
406	5468	104601
407	5483	104618
408	5499	104645
409	5513	104643
410	5526	104628
411	5540	104628
412	5553	104604
413	5567	104592
414	5580	104576
415	5592	104536
416	5606	104537
417	5642	104931
418	5660	105005
419	5674	105004
420	5685	104940
421	5698	104929
422	5712	104918
423	5727	104923
424	5742	104937
425	5757	104953
426	5772	104967
427	5787	104985
428	5801	104988
429	5816	104991
430	5830	104993
431	5843	104970
432	5857	104963
433	5871	104958
434	5885	104954
435	5899	104949
436	5913	104947
437	5927	104938
438	5941	104929
439	5954	104915
440	5969	104925
441	5984	104933
442	5999	104951
443	6014	104956
444	6028	104951
445	6043	104953
446	6057	104956
447	6072	104969
448	6088	104988
449	6107	105071
450	6119	105035
451	6133	105032
452	6147	105024
453	6161	105018
454	6175	105016
455	6191	105036
456	6206	105052
457	6222	105074
458	6236	105067
459	6249	105048
460	6263	105036
461	6276	105023
462	6297	105118
463	6312	105141
464	6328	105169
465	6343	105169
466	6357	105170
467	6375	105224
468	6391	105250
469	6406	105251
470	6420	105251
471	6436	105273
472	6455	105343
473	6473	105408
474	6488	105410
475	6504	105442
476	6519	105453
477	6535	105470
478	6552	105506
479	6568	105534
480	6582	105530
481	6595	105499
482	6608	105475
483	6622	105460
484	6637	105472
485	6651	105469
486	6667	105495
487	6682	105497
488	6697	105495
489	6710	105479
490	6724	105474
491	6736	105435
492	6751	105434
493	6765	105425
494	6780	105425
495	6793	105409
496	6807	105404
497	6820	105382
498	6835	105388
499	6850	105387
500	6865	105390
501	6883	105444
502	6898	105459
503	6913	105458
504	6927	105444
505	6942	105450
506	6956	105449
507	6971	105448
508	6985	105437
509	7000	105441
510	7014	105443
511	7029	105444
512	7043	105436
513	7059	105447
514	7074	105450
515	7088	105445
516	7103	105448
517	7118	105453
518	7133	105464
519	7148	105469
520	7163	105471
521	7176	105442
522	7188	105406
523	7201	105381
524	7215	105376
525	7229	105364
526	7244	105362
527	7255	105314
528	7267	105277
529	7279	105233
530	7294	105236
531	7307	105216
532	7321	105205
533	7333	105169
534	7347	105159
535	7359	105125
536	7371	105088
537	7383	105040
538	7395	105009
539	7409	104998
540	7422	104970
541	7436	104959
542	7450	104947
543	7464	104942
544	7477	104924
545	7492	104920
546	7505	104902
547	7520	104906
548	7537	104939
549	7552	104934
550	7567	104940
551	7581	104939
552	7596	104935
553	7609	104907
554	7622	104891
555	7637	104892
556	7651	104879
557	7665	104872
558	7678	104842
559	7690	104815
560	7704	104799
561	7719	104806
562	7732	104776
563	7744	104738
564	7756	104707
565	7769	104680
566	7782	104659
567	7798	104682
568	7813	104676
569	7825	104648
570	7840	104643
571	7854	104633
572	7866	104596
573	7887	104681
574	7903	104694
575	7921	104736
576	7936	104744
577	7952	104756
578	7966	104750
579	7984	104791
580	8001	104818
581	8014	104800
582	8031	104828
583	8046	104818
584	8059	104807
585	8075	104811
586	8089	104804
587	8103	104793
588	8116	104776
589	8130	104759
590	8145	104755
591	8160	104760
592	8174	104747
593	8186	104714
594	8199	104691
595	8216	104713
596	8232	104732
597	8248	104752
598	8269	104826
599	8283	104812
600	8297	104808
601	8310	104783
602	8331	104851
603	8347	104870
604	8363	104881
605	8378	104881
606	8392	104873
607	8405	104842
608	8418	104828
609	8433	104821
610	8449	104839
611	8462	104810
612	8476	104799
613	8489	104782
614	8503	104762
615	8522	104821
616	8538	104827
617	8554	104840
618	8569	104840
619	8585	104852
620	8599	104847
621	8614	104844
622	8628	104827
623	8650	104915
624	8664	104897
625	8678	104884
626	8691	104869
627	8706	104868
628	8720	104855
629	8734	104847
630	8748	104835
631	8763	104831
632	8776	104807
633	8792	104821
634	8809	104838
635	8824	104839
636	8838	104821
637	8853	104831
638	8868	104824
639	8884	104841
640	8899	104832
641	8919	104898
642	8935	104905
643	8950	104906
644	8965	104899
645	8979	104889
646	8993	104880
647	9008	104874
648	9021	104856
649	9036	104845
650	9053	104870
651	9068	104870
652	9082	104859
653	9094	104819
654	9106	104781
655	9120	104770
656	9133	104755
657	9147	104739
658	9168	104801
659	9181	104781
660	9195	104768
661	9210	104768
662	9225	104759
663	9238	104743
664	9254	104754
665	9276	104822
666	9295	104874
667	9309	104857
668	9324	104853
669	9337	104835
670	9351	104814
671	9365	104805
672	9386	104872
673	9412	104991
674	9425	104965
675	9437	104924
676	9449	104889
677	9460	104845
678	9473	104817
679	9487	104813
680	9503	104815
681	9516	104788
682	9529	104773
683	9545	104779
684	9558	104758
685	9572	104742
686	9587	104737
687	9602	104737
688	9617	104729
689	9629	104699
690	9644	104692
691	9659	104689
692	9673	104680
693	9687	104666
694	9702	104664
695	9718	104669
696	9732	104660
697	9747	104650
698	9762	104646
699	9777	104647
700	9790	104623
701	9803	104598
702	9819	104609
703	9834	104604
704	9848	104585
705	9863	104584
706	9878	104583
707	9891	104563
708	9906	104551
709	9921	104551
710	9936	104545
711	9948	104520
712	9964	104524
713	9979	104522
714	9993	104507
715	10007	104489
716	10021	104476
717	10034	104454
718	10052	104483
719	10068	104492
720	10082	104473
721	10095	104446
722	10110	104443
723	10124	104433
724	10138	104418
725	10151	104392
726	10164	104372
727	10178	104355
728	10189	104317
729	10203	104301
730	10216	104275
731	10229	104251
732	10243	104240
733	10257	104223
734	10272	104220
735	10285	104198
736	10298	104175
737	10313	104164
738	10326	104143
739	10340	104127
740	10358	104153
741	10372	104149
742	10387	104141
743	10402	104140
744	10416	104126
745	10432	104129
746	10447	104124
747	10464	104139
748	10478	104122
749	10492	104117
750	10508	104121
751	10523	104116
752	10540	104134
753	10555	104128
754	10569	104115
755	10583	104101
756	10599	104107
757	10614	104097
758	10628	104084
759	10645	104099
760	10659	104088
761	10673	104073
762	10687	104063
763	10702	104052
764	10716	104043
765	10731	104032
766	10744	104017
767	10759	104005
768	10772	103989
769	10786	103966
770	10800	103957
771	10813	103934
772	10828	103929
773	10844	103929
774	10859	103932
775	10873	103910
776	10887	103900
777	10901	103884
778	10915	103869
779	10929	103859
780	10944	103857
781	10959	103851
782	10974	103841
783	10989	103837
784	11003	103821
785	11017	103812
786	11033	103812
787	11046	103792
788	11061	103784
789	11076	103784
790	11091	103776
791	11106	103769
792	11119	103749
793	11134	103741
794	11149	103735
795	11163	103728
796	11178	103720
797	11195	103732
798	11209	103717
799	11223	103700
800	11237	103687
801	11252	103683
802	11268	103688
803	11283	103684
804	11298	103682
805	11313	103675
806	11327	103662
807	11341	103645
808	11354	103625
809	11367	103599
810	11380	103575
811	11396	103575
812	11410	103564
813	11424	103551
814	11438	103537
815	11452	103521
816	11466	103505
817	11480	103492
818	11493	103473
819	11507	103453
820	11521	103439
821	11535	103427
822	11548	103407
823	11562	103385
824	11577	103379
825	11591	103368
826	11605	103352
827	11620	103350
828	11634	103334
829	11647	103314
830	11662	103307
831	11676	103294
832	11690	103276
833	11704	103262
834	11717	103236
835	11731	103226
836	11746	103217
837	11761	103214
838	11774	103193
839	11788	103174
840	11802	103165
841	11816	103151
842	11831	103142
843	11848	103153
844	11861	103130
845	11875	103115
846	11890	103111
847	11904	103098
848	11918	103082
849	11933	103073
850	11946	103058
851	11961	103050
852	11976	103039
853	11990	103028
854	12003	103004
855	12017	102993
856	12031	102979
857	12046	102968
858	12060	102956
859	12075	102947
860	12089	102936
861	12103	102920
862	12116	102895
863	12129	102875
864	12144	102866
865	12160	102868
866	12174	102854
867	12188	102839
868	12200	102815
869	12214	102796
870	12233	102823
871	12246	102801
872	12260	102787
873	12274	102773
874	12288	102756
875	12302	102746
876	12316	102732
877	12331	102724
878	12346	102716
879	12360	102706
880	12374	102690
881	12390	102689
882	12402	102660
883	12417	102653
884	12432	102650
885	12446	102633
886	12458	102604
887	12472	102588
888	12486	102578
889	12500	102557
890	12513	102537
891	12528	102529
892	12541	102509
893	12555	102494
894	12568	102468
895	12582	102456
896	12596	102444
897	12610	102430
898	12623	102402
899	12637	102393
900	12652	102389
901	12666	102373
902	12680	102355
903	12695	102351
904	12710	102340
905	12724	102330
906	12737	102305
907	12751	102294
908	12765	102277
909	12780	102268
910	12793	102250
911	12807	102235
912	12821	102220
913	12836	102211
914	12851	102208
915	12865	102192
916	12879	102178
917	12892	102159
918	12907	102147
919	12921	102136
920	12938	102141
921	12952	102127
922	12966	102112
923	12980	102101
924	12994	102090
925	13007	102062
926	13023	102063
927	13037	102054
928	13051	102037
929	13065	102022
930	13080	102017
931	13095	102012
932	13110	102001
933	13124	101992
934	13139	101979
935	13153	101968
936	13167	101952
937	13180	101928
938	13191	101896
939	13206	101887
940	13219	101861
941	13234	101857
942	13248	101845
943	13262	101826
944	13275	101803
945	13287	101778
946	13302	101768
947	13316	101758
948	13332	101755
949	13346	101741
950	13358	101713
951	13372	101698
952	13387	101691
953	13401	101675
954	13415	101665
955	13428	101641
956	13441	101615
957	13454	101594
958	13468	101584
959	13483	101573
960	13497	101561
961	13512	101555
962	13527	101543
963	13540	101529
964	13555	101518
965	13570	101508
966	13582	101482
967	13596	101469
968	13610	101452
969	13625	101444
970	13638	101427
971	13652	101408
972	13665	101390
973	13680	101382
974	13694	101368
975	13709	101357
976	13722	101341
977	13736	101325
978	13751	101317
979	13765	101301
980	13780	101294
981	13795	101285
982	13808	101266
983	13821	101246
984	13835	101231
985	13850	101225
986	13864	101207
987	13877	101188
988	13890	101168
989	13906	101163
990	13921	101155
991	13934	101139
992	13947	101113
993	13960	101094
994	13974	101079
995	13988	101068
996	14002	101052
997	14016	101039
998	14030	101024
999	14044	101006
1000	14056	100979
1001	14070	100962
1002	14084	100947
1003	14097	100930
1004	14112	100920
1005	14125	100901
1006	14139	100888
1007	14154	100876
1008	14167	100859
1009	14181	100845
1010	14195	100828
1011	14210	100821
1012	14225	100812
1013	14239	100801
1014	14253	100782
1015	14266	100766
1016	14281	100755
1017	14295	100739
1018	14309	100724
1019	14323	100715
1020	14337	100698
1021	14351	100684
1022	14366	100676
1023	14381	100673
1024	14398	100677
1025	14410	100646
1026	14420	100609
1027	14431	100573
1028	14443	100544
1029	14457	100528
1030	14471	100516
1031	14484	100490
1032	14497	100469
1033	14510	100453
1034	14524	100435
1035	14540	100432
1036	14553	100411
1037	14566	100395
1038	14580	100382
1039	14595	100372
1040	14609	100357
1041	14621	100333
1042	14635	100312
1043	14649	100301
1044	14663	100287
1045	14676	100265
1046	14689	100247
1047	14703	100232
1048	14717	100215
1049	14732	100206
1050	14745	100187
1051	14759	100172
1052	14772	100151
1053	14785	100133
1054	14798	100109
1055	14812	100099
1056	14826	100084
1057	14841	100077
1058	14855	100060
1059	14869	100045
1060	14882	100023
1061	14895	100001
1062	14909	99989
1063	14922	99972
1064	14934	99945
1065	14949	99931
1066	14962	99910
1067	14975	99891
1068	14989	99880
1069	15004	99872
1070	15019	99862
1071	15032	99842
1072	15045	99821
1073	15060	99813
1074	15073	99796
1075	15087	99782
1076	15100	99759
1077	15114	99743
1078	15128	99731
1079	15144	99728
1080	15159	99722
1081	15174	99714
1082	15188	99699
1083	15202	99687
1084	15217	99678
1085	15231	99666
1086	15244	99644
1087	15259	99634
1088	15273	99619
1089	15287	99605
1090	15302	99599
1091	15317	99589
1092	15332	99585
1093	15347	99575
1094	15362	99570
1095	15377	99564
1096	15392	99554
1097	15407	99543
1098	15421	99529
1099	15434	99507
1100	15446	99484
1101	15460	99470
1102	15476	99466
1103	15490	99451
1104	15505	99446
1105	15518	99428
1106	15532	99413
1107	15546	99398
1108	15559	99375
1109	15574	99365
1110	15588	99352
1111	15603	99345
1112	15617	99333
1113	15631	99316
1114	15646	99306
1115	15660	99294
1116	15673	99277
1117	15686	99252
1118	15698	99225
1119	15710	99199
1120	15721	99168
1121	15736	99160
1122	15751	99148
1123	15765	99137
1124	15779	99126
1125	15794	99112
1126	15809	99107
1127	15822	99089
1128	15836	99075
1129	15853	99075
1130	15868	99071
1131	15881	99051
1132	15895	99035
1133	15910	99024
1134	15926	99025
1135	15941	99015
1136	15956	99006
1137	15968	98982
1138	15984	98978
1139	15997	98959
1140	16011	98945
1141	16024	98926
1142	16039	98919
1143	16053	98905
1144	16068	98893
1145	16083	98887
1146	16099	98883
1147	16113	98873
1148	16128	98860
1149	16144	98858
1150	16160	98855
1151	16176	98853
1152	16190	98842
1153	16205	98832
1154	16218	98815
1155	16233	98803
1156	16245	98781
1157	16260	98769
1158	16274	98754
1159	16287	98737
1160	16302	98727
1161	16316	98713
1162	16329	98693
1163	16343	98678
1164	16356	98660
1165	16370	98644
1166	16384	98632
1167	16399	98622
1168	16414	98613
1169	16426	98586
1170	16440	98570
1171	16453	98555
1172	16467	98540
1173	16481	98522
1174	16495	98509
1175	16509	98492
1176	16523	98480
1177	16536	98458
1178	16550	98446
1179	16565	98435
1180	16579	98425
1181	16594	98413
1182	16607	98396
1183	16621	98382
1184	16636	98370
1185	16649	98353
1186	16664	98342
1187	16677	98325
1188	16690	98304
1189	16705	98296
1190	16719	98283
1191	16734	98270
1192	16748	98256
1193	16762	98242
1194	16776	98231
1195	16790	98218
1196	16804	98201
1197	16816	98173
1198	16830	98163
1199	16844	98144
1200	16859	98137
1201	16873	98125
1202	16886	98105
1203	16900	98093
1204	16915	98082
1205	16929	98066
1206	16944	98057
1207	16958	98042
1208	16970	98020
1209	16984	98007
1210	16999	97997
1211	17013	97984
1212	17027	97970
1213	17042	97959
1214	17056	97944
1215	17070	97929
1216	17083	97913
1217	17097	97898
1218	17112	97885
1219	17126	97876
1220	17140	97856
1221	17154	97845
1222	17168	97829
1223	17182	97817
1224	17196	97801
1225	17209	97784
1226	17224	97776
1227	17238	97760
1228	17254	97755
1229	17268	97744
1230	17283	97733
1231	17297	97722
1232	17311	97706
1233	17326	97695
1234	17339	97678
1235	17354	97667
1236	17369	97657
1237	17383	97645
1238	17396	97627
1239	17410	97609
1240	17422	97586
1241	17436	97569
1242	17450	97554
1243	17463	97539
1244	17478	97528
1245	17493	97519
1246	17508	97509
1247	17521	97493
1248	17536	97484
1249	17549	97465
1250	17563	97449
1251	17577	97433
1252	17589	97410
1253	17604	97398
1254	17617	97379
1255	17630	97361
1256	17645	97350
1257	17658	97334
1258	17672	97320
1259	17686	97306
1260	17699	97285
1261	17714	97274
1262	17728	97262
1263	17742	97244
1264	17756	97232
1265	17769	97214
1266	17784	97204
1267	17798	97191
1268	17812	97173
1269	17826	97159
1270	17840	97147
1271	17855	97139
1272	17869	97125
1273	17883	97112
1274	17898	97098
1275	17912	97086
1276	17927	97079
1277	17942	97067
1278	17957	97061
1279	17972	97051
1280	17986	97038
1281	18001	97029
1282	18016	97018
1283	18029	96999
1284	18042	96982
1285	18057	96971
1286	18072	96960
1287	18087	96951
1288	18100	96934
1289	18113	96915
1290	18127	96899
1291	18142	96890
1292	18157	96879
1293	18172	96872
1294	18185	96853
1295	18199	96840
1296	18213	96825
1297	18226	96806
1298	18240	96792
1299	18254	96779
1300	18269	96769
1301	18284	96756
1302	18298	96745
1303	18312	96731
1304	18327	96720
1305	18341	96708
1306	18354	96689
1307	18370	96684
1308	18384	96670
1309	18398	96656
1310	18412	96638
1311	18426	96624
1312	18440	96609
1313	18452	96590
1314	18466	96576
1315	18481	96566
1316	18495	96551
1317	18509	96533
1318	18523	96522
1319	18538	96513
1320	18553	96504
1321	18567	96490
1322	18582	96480
1323	18597	96470
1324	18612	96460
1325	18625	96442
1326	18640	96433
1327	18653	96416
1328	18667	96402
1329	18681	96386
1330	18695	96372
1331	18709	96358
1332	18724	96347
1333	18738	96334
1334	18753	96324
1335	18767	96312
1336	18782	96301
1337	18796	96284
1338	18810	96271
1339	18824	96257
1340	18837	96239
1341	18851	96223
1342	18864	96206
1343	18879	96195
1344	18894	96187
1345	18909	96176
1346	18923	96163
1347	18937	96150
1348	18953	96142
1349	18966	96124
1350	18979	96104
1351	18992	96084
1352	19004	96061
1353	19018	96047
1354	19032	96031
1355	19045	96016
1356	19059	96000
1357	19074	95990
1358	19087	95972
1359	19102	95961
1360	19115	95944
1361	19129	95929
1362	19143	95913
1363	19156	95896
1364	19171	95886
1365	19186	95878
1366	19199	95858
1367	19213	95842
1368	19227	95828
1369	19241	95814
1370	19254	95797
1371	19269	95784
1372	19283	95770
1373	19296	95753
1374	19311	95740
1375	19326	95731
1376	19339	95713
1377	19353	95701
1378	19368	95691
1379	19381	95673
1380	19395	95658
1381	19409	95644
1382	19423	95629
1383	19437	95615
1384	19450	95596
1385	19464	95582
1386	19478	95566
1387	19492	95552
1388	19505	95535
1389	19520	95525
1390	19535	95515
1391	19549	95502
1392	19563	95483
1393	19577	95470
1394	19590	95453
1395	19605	95442
1396	19620	95432
1397	19634	95418
1398	19648	95407
1399	19663	95394
1400	19677	95381
1401	19690	95361
1402	19703	95341
1403	19715	95320
1404	19728	95298
1405	19742	95284
1406	19756	95271
1407	19769	95254
1408	19784	95245
1409	19799	95234
1410	19813	95218
1411	19826	95199
1412	19840	95188
1413	19854	95171
1414	19869	95163
1415	19883	95148
1416	19898	95141
1417	19912	95126
1418	19925	95106
1419	19939	95091
1420	19953	95078
1421	19968	95066
1422	19982	95051
1423	19995	95036
1424	20011	95028
1425	20024	95013
1426	20037	94993
1427	20049	94970
1428	20063	94956
1429	20078	94942
1430	20092	94931
1431	20107	94920
1432	20120	94903
1433	20136	94895
1434	20150	94881
1435	20164	94867
1436	20177	94850
1437	20190	94831
1438	20206	94823
1439	20220	94812
1440	20233	94794
1441	20248	94781
1442	20262	94766
1443	20277	94757
1444	20290	94740
1445	20303	94723
1446	20317	94707
1447	20332	94696
1448	20345	94680
1449	20360	94670
1450	20374	94655
1451	20387	94638
1452	20401	94621
1453	20415	94606
1454	20430	94597
1455	20445	94587
1456	20457	94565
1457	20471	94551
1458	20484	94533
1459	20498	94519
1460	20511	94499
1461	20526	94491
1462	20541	94479
1463	20555	94464
1464	20569	94452
1465	20584	94439
1466	20598	94428
1467	20611	94409
1468	20625	94395
1469	20639	94382
1470	20654	94369
1471	20668	94358
1472	20683	94347
1473	20698	94336
1474	20713	94328
1475	20727	94313
1476	20742	94303
1477	20756	94290
1478	20769	94270
1479	20783	94258
1480	20798	94247
1481	20811	94227
1482	20825	94212
1483	20838	94196
1484	20854	94187
1485	20867	94172
1486	20882	94161
1487	20896	94144
1488	20910	94133
1489	20925	94120
1490	20938	94104
1491	20953	94092
1492	20967	94078
1493	20981	94067
1494	20995	94053
1495	21009	94038
1496	21022	94020
1497	21036	94003
1498	21051	93992
1499	21065	93978
1500	21080	93968
1501	21094	93955
1502	21108	93943
1503	21123	93931
1504	21137	93918
1505	21151	93904
1506	21166	93894
1507	21180	93879
1508	21193	93861
1509	21207	93847
1510	21222	93835
1511	21237	93828
1512	21252	93818
1513	21268	93812
1514	21283	93801
1515	21296	93783
1516	21310	93769
1517	21324	93756
1518	21338	93738
1519	21353	93729
1520	21368	93719
1521	21381	93704
1522	21397	93696
1523	21412	93687
1524	21427	93674
1525	21442	93665
1526	21455	93650
1527	21469	93635
1528	21485	93628
1529	21500	93620
1530	21518	93622
1531	21532	93606
1532	21546	93594
1533	21561	93584
1534	21576	93573
1535	21591	93562
1536	21605	93549
1537	21620	93537
1538	21634	93523
1539	21648	93510
1540	21663	93499
1541	21677	93487
1542	21692	93478
1543	21707	93464
1544	21722	93454
1545	21738	93450
1546	21753	93441
1547	21768	93428
1548	21781	93413
1549	21794	93392
1550	21808	93376
1551	21822	93365
1552	21836	93351
1553	21851	93341
1554	21865	93327
1555	21881	93317
1556	21895	93304
1557	21909	93291
1558	21923	93277
1559	21937	93261
1560	21951	93248
1561	21967	93240
1562	21979	93220
1563	21994	93207
1564	22008	93196
1565	22022	93181
1566	22035	93163
1567	22049	93148
1568	22063	93135
1569	22077	93120
1570	22091	93103
1571	22104	93088
1572	22120	93082
1573	22134	93065
1574	22147	93045
1575	22161	93034
1576	22176	93022
1577	22190	93010
1578	22205	92999
1579	22220	92987
1580	22234	92975
1581	22249	92965
1582	22263	92948
1583	22277	92934
1584	22291	92921
1585	22305	92906
1586	22319	92891
1587	22334	92881
1588	22348	92868
1589	22363	92857
1590	22377	92843
1591	22392	92834
1592	22407	92822
1593	22422	92811
1594	22437	92802
1595	22451	92788
1596	22463	92765
1597	22476	92748
1598	22490	92734
1599	22504	92719
1600	22519	92709
1601	22535	92700
1602	22550	92690
1603	22564	92678
1604	22578	92662
1605	22593	92653
1606	22609	92644
1607	22622	92630
1608	22636	92612
1609	22651	92601
1610	22665	92589
1611	22680	92577
1612	22693	92561
1613	22706	92544
1614	22719	92523
1615	22732	92504
1616	22747	92495
1617	22761	92480
1618	22775	92467
1619	22790	92456
1620	22803	92439
1621	22818	92429
1622	22832	92412
1623	22846	92400
1624	22861	92388
1625	22877	92380
1626	22891	92369
1627	22907	92360
1628	22922	92350
1629	22936	92335
1630	22949	92318
1631	22964	92307
1632	22978	92295
1633	22993	92282
1634	23007	92269
1635	23021	92255
1636	23036	92245
1637	23050	92230
1638	23064	92217
1639	23079	92206
1640	23093	92192
1641	23108	92179
1642	23122	92165
1643	23138	92160
1644	23153	92151
1645	23168	92137
1646	23182	92126
1647	23198	92116
1648	23214	92110
1649	23227	92094
1650	23241	92080
1651	23258	92075
1652	23274	92069
1653	23288	92056
1654	23303	92046
1655	23319	92038
1656	23334	92026
1657	23348	92012
1658	23363	92001
1659	23377	91988
1660	23390	91971
1661	23405	91959
1662	23419	91945
1663	23433	91931
1664	23447	91916
1665	23461	91903
1666	23475	91887
1667	23491	91879
1668	23505	91866
1669	23520	91855
1670	23534	91840
1671	23547	91825
1672	23562	91814
