iter	Logloss
126	0.1699203976
127	0.1698526039
128	0.1698161011
129	0.1697636081
130	0.1696516942
131	0.1696068023
132	0.1695573594
133	0.1695166855
134	0.1694537517
135	0.1693963536
136	0.1693313168
137	0.1692899404
138	0.1692081304
139	0.1691581372
140	0.1691063309
141	0.1690640809
142	0.1690078893
143	0.1689497005
144	0.1688530034
145	0.1688171321
146	0.1687427052
147	0.1686687584
148	0.1686177668
149	0.1685522145
150	0.1684996888
151	0.1684553882
152	0.168394401
153	0.1683698992
154	0.1683200286
155	0.1682451989
156	0.1681849185
157	0.1681279313
158	0.1680821386
159	0.1680206479
160	0.1679208543
161	0.1678563952
162	0.1677899279
163	0.1677345712
164	0.1676739126
165	0.1676349476
166	0.1675918797
167	0.167541329
168	0.1674741647
169	0.1674040576
170	0.1673338983
171	0.1672724321
172	0.1671945942
173	0.1671367956
174	0.1671033064
175	0.1670428276
176	0.1670164942
177	0.166911547
178	0.1668680698
179	0.1667998837
180	0.1667464654
181	0.1667096323
182	0.1666641682
183	0.1666354261
184	0.1665694335
185	0.1665187449
186	0.1664631647
187	0.166440427
188	0.1664080925
189	0.1663601695
190	0.166302045
191	0.1662395913
192	0.1662206999
193	0.1661713431
194	0.166118
195	0.1660481213
196	0.1659941074
197	0.165971459
198	0.1659251055
199	0.1658550649
200	0.1657731133
201	0.1657266955
202	0.165629812
203	0.165556566
204	0.1655083509
205	0.1654862889
206	0.1654382308
207	0.1654136772
208	0.1653547565
209	0.1653037366
210	0.1652557264
211	0.1651966912
212	0.16512557
213	0.165083616
214	0.1650321132
215	0.1649744159
216	0.1649275191
217	0.16489734
218	0.1648533772
219	0.1647819007
220	0.1647571237
221	0.1647047348
222	0.1646584402
223	0.1646270763
224	0.1645597305
225	0.1645143896
226	0.164445682
227	0.1643794894
228	0.1643390056
229	0.1642917742
230	0.1642457096
231	0.1641931376
232	0.1641265929
233	0.1640698209
234	0.1640195062
235	0.1639984158
236	0.1639547757
237	0.1639189322
238	0.1638971296
239	0.1638554306
240	0.1638144624
241	0.163767425
242	0.1637343995
243	0.1636686151
244	0.1636348245
245	0.1635795195
246	0.1635465284
247	0.1634620329
248	0.1634178946
249	0.1633578927
250	0.1632982728
251	0.1632806914
252	0.1632504638
253	0.1632087255
254	0.1631707132
255	0.1630807462
256	0.1630567267
257	0.1629874197
258	0.1629379714
259	0.1628910572
260	0.1628477434
261	0.162805184
262	0.1627570823
263	0.1626990792
264	0.1626522102
265	0.1626133118
266	0.1625828356
267	0.1625420047
268	0.1625038043
269	0.1624391861
270	0.162366775
271	0.1623531276
272	0.1623120619
273	0.1622766348
274	0.1622295151
275	0.1621990465
276	0.1621469787
277	0.1620763223
278	0.1620204272
279	0.16197089
280	0.1619258118
281	0.1618933661
282	0.1618634169
283	0.1617903257
284	0.161760267
285	0.1617139664
286	0.1616793927
287	0.1616533476
288	0.1616413558
289	0.1616222213
290	0.1615899854
291	0.1615492614
292	0.1615090152
293	0.1614609598
294	0.1614241818
295	0.161393607
296	0.1613500949
297	0.1613003676
298	0.1612499401
299	0.1612179053
300	0.1611914646
301	0.161164663
302	0.161105199
303	0.1610742351
304	0.1610342603
305	0.161000915
306	0.1609649511
307	0.1609312624
308	0.1608837471
309	0.1608636785
310	0.1608426819
311	0.160805682
312	0.1607749754
313	0.1607373734
314	0.1607190519
315	0.1606734859
316	0.1606603345
317	0.1606409574
318	0.1606126044
319	0.1605558243
320	0.1605410647
321	0.1604920077
322	0.1604552863
323	0.1603877814
324	0.1603285839
325	0.1602553357
326	0.1602026749
327	0.1601613394
328	0.1601198126
329	0.1600797239
330	0.160040456
331	0.1600264342
332	0.1599945646
333	0.1599489833
334	0.1599305589
335	0.1599082113
336	0.1598742589
337	0.1598390846
338	0.1597940903
339	0.1597713476
340	0.1597321592
341	0.1596851251
342	0.1596414517
343	0.1596131466
344	0.1595694635
345	0.1595247514
346	0.1594699168
347	0.1594394646
348	0.1594033873
349	0.1593525303
350	0.1592910821
351	0.1592532627
352	0.1592224928
353	0.1591990705
354	0.1591781246
355	0.1590915724
356	0.1590379333
357	0.1590151073
358	0.1589714819
359	0.1589161546
360	0.158897353
361	0.1588547658
362	0.1588402852
363	0.1588144651
364	0.1587903677
365	0.1587287004
366	0.1586951556
367	0.1586666527
368	0.1586205635
369	0.1585937097
370	0.1585682329
371	0.158495818
372	0.1584599675
373	0.1583927274
374	0.158377533
375	0.1583373963
376	0.1583084205
377	0.1582840462
378	0.158261073
379	0.1582089953
380	0.1581722478
381	0.1581365722
382	0.1581052649
383	0.1580876018
384	0.1580576897
385	0.1580366941
386	0.1579836867
387	0.1579424122
388	0.157901432
389	0.1578645875
390	0.1578189479
391	0.1577754435
392	0.1577510501
393	0.1576957833
394	0.1576530309
395	0.1576326332
396	0.1575560706
397	0.1575174337
398	0.1574672835
399	0.1574345066
400	0.1574159987
401	0.1573774578
402	0.1573444056
403	0.157336877
404	0.1573088619
405	0.1572749901
406	0.1572293919
407	0.1571910885
408	0.1571455759
409	0.157102423
410	0.1570630177
411	0.1570421094
412	0.1570255285
413	0.1570165874
414	0.1569926943
415	0.1569787592
416	0.1569375817
417	0.1569113148
418	0.1568803095
419	0.1568634644
420	0.1568426884
421	0.1568109845
422	0.1567954461
423	0.1567350938
424	0.1566744717
425	0.1566408294
426	0.1565983968
427	0.1565698384
428	0.1564937869
429	0.1564570007
430	0.1564227262
431	0.1564067023
432	0.1563799635
433	0.1563432443
434	0.1563116662
435	0.156261619
436	0.1562206639
437	0.1561816254
438	0.1561670418
439	0.1561131303
440	0.1560985118
441	0.1560610406
442	0.1560267901
443	0.1559715276
444	0.1559267333
445	0.155897383
446	0.155864351
447	0.1558515919
448	0.1558342209
449	0.1558132259
450	0.1558025044
451	0.1557669841
452	0.1557459357
453	0.1557159075
454	0.1556633077
455	0.1556064268
456	0.1555611845
457	0.1555342543
458	0.1555218751
459	0.1554982763
460	0.1554836905
461	0.1554562372
462	0.1554219824
463	0.1553957607
464	0.1553544693
465	0.1553268558
466	0.1552975562
467	0.1552666364
468	0.155212265
469	0.1551765829
470	0.1551518587
471	0.1551188186
472	0.1550954655
473	0.1550683158
474	0.1550341612
475	0.1550176915
476	0.1549820982
477	0.1549577582
478	0.1549343828
479	0.1548924261
480	0.1548491701
481	0.154831004
482	0.1548187932
483	0.1547948036
484	0.1547450562
485	0.1547157538
486	0.1546768167
487	0.1546328692
488	0.1546108922
489	0.1545778324
490	0.1545169552
491	0.1544755295
492	0.1544393046
493	0.1544109862
494	0.1543745466
495	0.1543563954
496	0.1543212738
497	0.1543077324
498	0.1542917911
499	0.1542779661
500	0.154237854
501	0.1542192917
502	0.1541802581
503	0.1541684903
504	0.1541538037
505	0.1541041205
506	0.1540593234
507	0.1540294658
508	0.1540127024
509	0.1539880981
510	0.1539708911
511	0.1539351853
512	0.1539168693
513	0.1538825689
514	0.1538503402
515	0.1538086739
516	0.1537647174
517	0.1537341829
518	0.1536844365
519	0.153649577
520	0.1536251899
521	0.1536076862
522	0.1535854781
523	0.1535676768
524	0.1535562815
525	0.1535437636
526	0.1535017929
527	0.153486093
528	0.153476947
529	0.1534631378
530	0.1534404155
531	0.1534171619
532	0.1533874144
533	0.1533571153
534	0.153323597
535	0.1532704533
536	0.1532277551
537	0.1531917272
538	0.1531705344
539	0.1531456244
540	0.1531159134
541	0.1530878893
542	0.1530690624
543	0.1530401448
544	0.1530015406
545	0.1529660522
546	0.1529365496
547	0.1528748913
548	0.1528411914
549	0.1528220193
550	0.1527893151
551	0.1527709996
552	0.152750212
553	0.1527341399
554	0.1527071032
555	0.1526792066
556	0.1526513762
557	0.1526149597
558	0.1525926397
559	0.1525739392
560	0.1525581537
561	0.1525302653
562	0.152513607
563	0.1524974207
564	0.1524780472
565	0.1524642645
566	0.1524449169
567	0.1524169061
568	0.1523823324
569	0.1523635698
570	0.1523224351
571	0.1522968652
572	0.1522881293
573	0.1522521864
574	0.1522397292
575	0.1521924973
576	0.1521695091
577	0.1521536432
578	0.1521167363
579	0.1521035306
580	0.1520626962
581	0.152050842
582	0.1520229105
583	0.1519946267
584	0.1519717181
585	0.1519221987
586	0.1519031721
587	0.1518870414
588	0.1518518639
589	0.1518113477
590	0.1517743683
591	0.1517504975
592	0.1517342938
593	0.1517287603
594	0.1517190451
595	0.1516868379
596	0.1516461378
597	0.1516422844
598	0.1516033156
599	0.1515636864
600	0.1515459824
601	0.1515304489
602	0.151489787
603	0.1514607056
604	0.1514447828
605	0.1514234826
606	0.151405583
607	0.1513859871
608	0.1513596033
609	0.1513363266
610	0.1512869731
611	0.1512667542
612	0.1512454229
613	0.1512256148
614	0.1512057127
615	0.151177536
616	0.1511616301
617	0.1511212376
618	0.1510931424
619	0.1510590733
620	0.1510422467
621	0.1510049032
622	0.1509647105
623	0.1509264366
624	0.1509150323
625	0.1508785945
626	0.1508599303
627	0.1508360043
628	0.1508069589
629	0.150744378
630	0.1507176138
631	0.1506913338
632	0.1506674701
633	0.150633419
634	0.1506234379
635	0.1506136338
636	0.150587683
637	0.1505537823
638	0.1505170765
639	0.1504727426
640	0.1504623514
641	0.1504370575
642	0.1504185418
643	0.1503886315
644	0.1503537331
645	0.1503300781
646	0.1502811247
647	0.1502549828
648	0.1502182301
649	0.1501924605
650	0.1501711889
651	0.1501401024
652	0.1501111619
653	0.1501042347
654	0.1500868541
655	0.1500365235
656	0.1499914831
657	0.1499740075
658	0.1499538547
659	0.1499441398
660	0.1499196739
661	0.149906299
662	0.1498874425
663	0.149858787
664	0.1498442421
665	0.1498224754
666	0.1498047965
667	0.149784371
668	0.1497259761
669	0.1496637764
670	0.149628794
671	0.1496163916
672	0.1495897274
673	0.1495656079
674	0.1495463058
675	0.1495358037
676	0.1495193811
677	0.1494924139
678	0.1494787906
679	0.1494481316
680	0.1494280537
681	0.1494090451
682	0.1493954193
683	0.1493538865
684	0.1493407228
685	0.1493246683
686	0.1493086196
687	0.1492787718
688	0.1492510905
689	0.1492329341
690	0.1491870234
691	0.1491637737
692	0.1491359032
693	0.1491111608
694	0.1490959366
695	0.149073795
696	0.1490525624
697	0.1489965635
698	0.1489829971
699	0.1489680293
700	0.1489549907
701	0.1489334433
702	0.148900459
703	0.1488684237
704	0.148860733
705	0.1488421503
706	0.1488306373
707	0.148818888
708	0.148800475
709	0.1487871413
710	0.1487667482
711	0.1487552695
712	0.14873876
713	0.1487026384
714	0.1486910798
715	0.1486779976
716	0.1486451051
717	0.1486384523
718	0.1485835323
719	0.1485628354
720	0.1485511589
721	0.1485320524
722	0.148524656
723	0.1485072708
724	0.14850333
725	0.1484876377
726	0.1484746987
727	0.1484642808
728	0.1484520125
729	0.1484383087
730	0.1484302068
731	0.1483964236
732	0.1483736853
733	0.1483450214
734	0.1483415585
735	0.1483259002
736	0.1483100158
737	0.1482820737
738	0.1482641414
739	0.1482536327
740	0.1482454496
741	0.1482189617
742	0.1482022964
743	0.1481789374
744	0.1481591197
745	0.1481286024
746	0.1481112859
747	0.1480921418
748	0.148072946
749	0.1480616823
750	0.1480405211
751	0.147992191
752	0.1479808979
753	0.147961619
754	0.147939918
755	0.1479124554
756	0.1478751052
757	0.1478482631
758	0.1478293705
759	0.147794978
760	0.1477579174
761	0.1477321494
762	0.147689643
763	0.1476588614
764	0.1476276738
765	0.1475932871
766	0.1475658929
767	0.1475314565
768	0.1474901562
769	0.1474779786
770	0.1474588533
771	0.1474343145
772	0.1474149026
773	0.1473949571
774	0.1473654578
775	0.1473548192
776	0.1473392563
777	0.1473167264
778	0.1472978562
779	0.1472594724
780	0.1472400507
781	0.1471924776
782	0.1471812077
783	0.1471530922
784	0.1471379482
785	0.1471228343
786	0.1470924437
787	0.1470528475
788	0.1470303775
789	0.1469796083
790	0.1469618841
791	0.1469435948
792	0.1469331978
793	0.1469144941
794	0.1468850468
795	0.1468445582
796	0.1468136888
797	0.1467845086
798	0.1467733612
799	0.1467625621
800	0.1467307897
801	0.1466922275
802	0.146680091
803	0.1466509661
804	0.1466207493
805	0.1465880364
806	0.1465495747
807	0.1465236536
808	0.1465055161
809	0.1464689315
810	0.1464566296
811	0.1464368164
812	0.1464154519
813	0.1463954566
814	0.1463698431
815	0.1463528072
816	0.146327361
817	0.1463115401
818	0.1463044913
819	0.1462976131
820	0.1462807593
821	0.1462528471
822	0.1462411902
823	0.1461816474
824	0.1461390476
825	0.1461176924
826	0.1461103843
827	0.1460941236
828	0.1460733697
829	0.1460385887
830	0.1460172814
831	0.145979263
832	0.1459680617
833	0.1459543563
834	0.1459500942
835	0.1459080573
836	0.1458842397
837	0.1458531344
838	0.1458368977
839	0.1458208553
840	0.1457784121
841	0.1457526291
842	0.1457270742
843	0.1457075819
844	0.1456977869
845	0.1456712191
846	0.1456525838
847	0.1456325269
848	0.1456039429
849	0.1455829754
850	0.1455521415
851	0.1455226473
852	0.1455013259
853	0.1454867851
854	0.1454738263
855	0.1454386706
856	0.1454182663
857	0.1454048808
858	0.1453976446
859	0.1453742112
860	0.145363839
861	0.1453414985
862	0.1453151155
863	0.1452994984
864	0.1452751825
865	0.1452582199
866	0.14520694
867	0.1451987585
868	0.1451880297
869	0.145169481
870	0.1451518299
871	0.1451349923
872	0.1451217093
873	0.1450913922
874	0.1450724708
875	0.1450517123
876	0.1450359238
877	0.1450253402
878	0.1449945453
879	0.1449675977
880	0.14495237
881	0.1449323142
882	0.1449269927
883	0.14489935
884	0.1448762774
885	0.1448571919
886	0.1448403097
887	0.1448069205
888	0.1447861012
889	0.1447658836
890	0.1447560624
891	0.1447313181
892	0.1447144517
893	0.1446768859
894	0.1446620535
895	0.1446469688
896	0.144633452
897	0.144616684
898	0.1446120513
899	0.1445994325
900	0.1445708466
901	0.1445288078
902	0.1445121155
903	0.144492266
904	0.1444676813
905	0.1444302513
906	0.1444101982
907	0.1443916482
908	0.1443628382
909	0.1443172379
910	0.1442919892
911	0.1442766045
912	0.1442460957
913	0.1442245527
914	0.1442002686
915	0.1441867131
916	0.1441760341
917	0.1441596614
918	0.1441476479
919	0.1441304185
920	0.1441054178
921	0.1440713564
922	0.1440553935
923	0.1440347214
924	0.1440172604
925	0.1440007278
926	0.1439817982
927	0.1439671478
928	0.1439595789
929	0.1439444877
930	0.1439219216
931	0.1438899305
932	0.1438764899
933	0.143856178
934	0.1438275078
935	0.1438009578
936	0.1437834974
937	0.1437731604
938	0.1437591896
939	0.1437350742
940	0.1437261987
941	0.1436874719
942	0.1436472018
943	0.1436350822
944	0.1436163613
945	0.1436057235
946	0.1435792348
947	0.1435705468
948	0.1435401399
949	0.143520156
950	0.1435061872
951	0.1434793827
952	0.1434690688
953	0.1434542708
954	0.1434364616
955	0.1434260273
956	0.1434218886
957	0.1434122265
958	0.1433783485
959	0.1433636164
960	0.1433453653
961	0.1433185229
962	0.1432794565
963	0.1432472597
964	0.1432148939
965	0.1431989806
966	0.1431925915
967	0.1431678309
968	0.1431424762
969	0.1430976135
970	0.143074698
971	0.1430651954
972	0.1430392412
973	0.1430080177
974	0.142993839
975	0.1429541032
976	0.1429439299
977	0.1429171459
978	0.1428969476
979	0.1428796008
980	0.14285115
981	0.1428371601
982	0.1428210866
983	0.1428158618
984	0.1427906892
985	0.142769749
986	0.1427611408
987	0.1427480967
988	0.1427339848
989	0.1427185105
990	0.1426892185
991	0.1426693617
992	0.14265798
993	0.142625394
994	0.1426113368
995	0.1425954135
996	0.1425905462
997	0.1425786084
998	0.1425621311
999	0.1425472467
1000	0.1425159621
1001	0.1424969597
1002	0.1424766775
1003	0.1424428466
1004	0.1424281172
1005	0.142415172
1006	0.142381697
1007	0.1423545088
1008	0.1423392459
1009	0.1423219092
1010	0.1423031992
1011	0.1422863132
1012	0.1422681887
1013	0.1422519539
1014	0.1422242456
1015	0.1422156378
1016	0.1421897787
1017	0.1421771848
1018	0.1421494468
1019	0.1421329888
1020	0.1421094668
1021	0.1420950424
1022	0.142081668
1023	0.1420527924
1024	0.1420343407
1025	0.1419978213
1026	0.1419839014
1027	0.1419667546
1028	0.1419510506
1029	0.1419197385
1030	0.1418976836
1031	0.1418839733
1032	0.1418720512
1033	0.1418621398
1034	0.141855029
1035	0.141842347
1036	0.1418320634
1037	0.1418165553
1038	0.141802539
1039	0.1417714503
1040	0.141757916
1041	0.1417483905
1042	0.1417310448
1043	0.1417123217
1044	0.1416967269
1045	0.1416888008
1046	0.1416738352
1047	0.1416633729
1048	0.1416496454
1049	0.1416321648
1050	0.141616666
1051	0.1415973914
1052	0.1415812599
1053	0.1415683002
1054	0.1415488813
1055	0.1415341821
1056	0.1415227519
1057	0.1415013608
1058	0.1414919981
1059	0.1414783415
1060	0.1414573416
1061	0.1414426098
1062	0.1414220456
1063	0.141411153
1064	0.1413998018
1065	0.1413776463
1066	0.1413585377
1067	0.1413538867
1068	0.1413269591
1069	0.1413141708
1070	0.1412986908
1071	0.1412836617
1072	0.1412618324
1073	0.1412261132
1074	0.1412069885
1075	0.141188412
1076	0.1411773426
1077	0.1411578617
1078	0.1411370277
1079	0.1411128039
1080	0.1410942462
1081	0.1410744024
1082	0.1410590319
1083	0.1410466717
1084	0.1410247043
1085	0.141001742
1086	0.1409958491
1087	0.1409793061
1088	0.1409697601
1089	0.14095554
1090	0.1409324344
1091	0.1409174674
1092	0.1408804463
1093	0.1408665998
1094	0.1408533181
1095	0.1408419977
1096	0.140813449
1097	0.1408024723
1098	0.1407872516
1099	0.1407801707
1100	0.1407729413
1101	0.1407576675
1102	0.1407305903
1103	0.1407131127
1104	0.1407009795
1105	0.1406879973
1106	0.1406643963
1107	0.1406454975
1108	0.1406212458
1109	0.140610133
1110	0.1405935004
1111	0.1405838419
1112	0.1405648945
1113	0.1405535055
1114	0.1405441352
1115	0.1405297661
1116	0.1405256718
1117	0.1405228459
1118	0.1405179501
1119	0.1405011109
1120	0.140480811
1121	0.1404552623
1122	0.1404434765
1123	0.1404238785
1124	0.1404027645
1125	0.1403729847
1126	0.1403543865
1127	0.1403418418
1128	0.1403105382
1129	0.1402946617
1130	0.1402784089
1131	0.140269719
1132	0.1402580678
1133	0.1402389248
1134	0.1402200767
1135	0.1402047754
1136	0.1401910433
1137	0.1401841409
1138	0.1401666549
1139	0.1401641606
1140	0.1401555819
1141	0.1401389217
1142	0.1401237605
1143	0.1401172488
1144	0.1400943745
1145	0.1400819593
1146	0.1400598368
1147	0.1400439088
1148	0.1400299792
1149	0.1400129852
1150	0.1399883545
1151	0.1399643808
1152	0.1399356283
1153	0.1399162276
1154	0.1399018086
1155	0.1398837983
1156	0.1398803291
1157	0.1398684169
1158	0.1398560851
1159	0.1398392334
1160	0.1398238732
1161	0.1398027534
1162	0.1397918072
1163	0.1397741119
1164	0.1397660078
1165	0.1397480515
1166	0.1397348698
1167	0.1397173669
1168	0.1397105312
1169	0.1397085727
1170	0.13968476
1171	0.1396632154
1172	0.1396513105
1173	0.1396410125
1174	0.1396303929
1175	0.1396174875
1176	0.1396108886
1177	0.1396048227
1178	0.1395869086
1179	0.1395706929
1180	0.1395430739
1181	0.1395314614
1182	0.1395205966
1183	0.1395075471
1184	0.1394920142
1185	0.1394711026
1186	0.1394487847
1187	0.1394350973
1188	0.1394188976
1189	0.1394056892
1190	0.1393944372
1191	0.1393832651
1192	0.1393748703
1193	0.1393460522
1194	0.1393295193
1195	0.1393082139
1196	0.1393008322
1197	0.1392888554
1198	0.1392623329
1199	0.1392529324
1200	0.1392273243
1201	0.1392192108
1202	0.1392141854
1203	0.139199504
1204	0.1391768396
1205	0.1391617023
1206	0.1391489209
1207	0.1391345564
1208	0.1391257768
1209	0.1391038649
1210	0.139092802
1211	0.1390838759
1212	0.1390731386
1213	0.1390629629
1214	0.139056209
1215	0.1390455409
1216	0.1390236116
1217	0.1390031749
1218	0.1389890543
1219	0.1389661004
1220	0.1389621386
1221	0.1389457002
1222	0.1389359818
1223	0.1389189388
1224	0.1389047696
1225	0.138891671
1226	0.1388703943
1227	0.1388578112
1228	0.1388422279
1229	0.1388333005
1230	0.1388195057
1231	0.1388057248
1232	0.1387887004
1233	0.138757455
1234	0.1387472673
1235	0.1387367774
1236	0.1387174113
1237	0.1387125135
1238	0.1387085029
1239	0.1386966223
1240	0.1386842373
1241	0.1386540576
1242	0.1386468936
1243	0.1386355073
1244	0.1386264714
1245	0.1386089772
1246	0.1385894176
1247	0.1385776326
1248	0.138567588
1249	0.138559942
1250	0.1385517597
1251	0.1385412892
1252	0.1385236612
1253	0.1385068256
1254	0.1384871886
1255	0.1384753246
1256	0.1384629677
1257	0.1384572119
1258	0.1384447752
1259	0.1384387501
1260	0.1384346848
1261	0.138413893
1262	0.1384081623
1263	0.1384035328
1264	0.1383920326
1265	0.1383789327
1266	0.1383682957
1267	0.1383512546
1268	0.1383391116
1269	0.1383305362
1270	0.1383153131
1271	0.1382971843
1272	0.1382581305
1273	0.138242024
1274	0.1382292491
1275	0.1382032384
1276	0.1381811981
1277	0.1381568647
1278	0.1381384732
1279	0.1380931931
1280	0.1380762174
1281	0.1380561692
1282	0.1380459679
1283	0.1380303424
1284	0.1380241925
1285	0.1380139136
1286	0.1380040697
1287	0.1379832924
1288	0.1379712914
1289	0.1379608122
1290	0.137947482
1291	0.137938627
1292	0.1379272723
1293	0.1379134778
1294	0.1378998318
1295	0.1378850218
1296	0.1378725128
1297	0.1378601382
1298	0.1378431304
1299	0.1378344604
1300	0.1378224901
1301	0.1377973758
1302	0.1377913303
1303	0.1377699708
1304	0.1377665454
1305	0.1377482447
1306	0.1377311535
1307	0.1377041048
1308	0.1376867147
1309	0.1376761984
1310	0.1376603576
1311	0.1376460926
1312	0.1376336553
1313	0.1375950862
1314	0.1375718509
1315	0.1375604382
1316	0.1375510022
1317	0.1375413919
1318	0.1375225029
1319	0.1375046155
1320	0.1374982338
1321	0.1374878031
1322	0.1374733069
1323	0.1374662914
1324	0.1374569471
1325	0.1374340215
1326	0.1374191892
1327	0.1374060454
1328	0.1373911552
1329	0.1373861373
1330	0.1373581606
1331	0.1373450004
1332	0.1373352634
1333	0.1373180793
1334	0.1372976096
1335	0.1372884031
1336	0.1372714179
1337	0.1372544409
1338	0.137247639
1339	0.13723593
1340	0.1372240314
1341	0.1372064792
1342	0.1372044381
1343	0.1371852414
1344	0.137177127
1345	0.1371635581
1346	0.1371508958
1347	0.1371358416
1348	0.1371220646
1349	0.137108281
1350	0.1370987666
1351	0.1370884138
1352	0.1370817228
1353	0.1370708659
1354	0.1370517992
1355	0.1370433137
1356	0.1370314206
1357	0.1370169667
1358	0.1370088512
1359	0.1369924935
1360	0.1369789317
1361	0.1369690546
1362	0.1369532318
1363	0.1369442735
1364	0.1369322654
1365	0.1369164622
1366	0.1369048892
1367	0.1368968479
1368	0.1368818297
1369	0.1368670627
1370	0.1368597415
1371	0.1368507007
1372	0.1368364604
1373	0.1368246193
1374	0.1368039851
1375	0.1367733073
1376	0.1367552373
1377	0.136738806
1378	0.1367271483
1379	0.1367024258
1380	0.1366879215
1381	0.1366712246
1382	0.1366626077
1383	0.1366488233
1384	0.1366409582
1385	0.1366285114
1386	0.136620097
1387	0.1366029113
1388	0.1365848081
1389	0.1365700613
1390	0.1365475317
1391	0.1365389508
1392	0.1365315372
1393	0.1365132084
1394	0.1365042398
1395	0.1364779004
1396	0.1364669843
1397	0.1364529569
1398	0.1364457708
1399	0.1364109546
1400	0.1364029121
1401	0.1363975462
1402	0.1363855171
1403	0.1363831299
1404	0.1363767575
1405	0.1363679671
1406	0.1363551633
1407	0.1363451492
1408	0.136334425
1409	0.1363080714
1410	0.1363017793
1411	0.1362949524
1412	0.1362679931
1413	0.1362620994
1414	0.1362391851
1415	0.1362314006
1416	0.1362184334
1417	0.1362033822
1418	0.1361975196
1419	0.136188173
1420	0.1361780349
1421	0.1361683151
1422	0.1361575721
1423	0.1361477923
1424	0.1361270738
1425	0.1361182126
1426	0.1361040401
1427	0.136101487
1428	0.1360922511
1429	0.1360713258
1430	0.1360620916
1431	0.1360428295
1432	0.1360323129
1433	0.1360225604
1434	0.1360117989
1435	0.1360072231
1436	0.1360010894
1437	0.1359968016
1438	0.1359846025
1439	0.1359665064
1440	0.1359585168
1441	0.135951649
1442	0.1359438962
1443	0.1359326453
1444	0.1359207799
1445	0.1359155688
1446	0.1359092097
1447	0.1358991953
1448	0.1358920122
1449	0.1358813403
1450	0.1358751668
1451	0.1358667436
1452	0.1358615584
1453	0.1358575461
1454	0.1358450053
1455	0.1358232754
1456	0.1358205869
1457	0.1358154768
1458	0.1358103856
1459	0.1358016924
1460	0.1357995423
1461	0.1357829317
1462	0.1357753604
1463	0.1357587378
1464	0.135748233
1465	0.1357348636
1466	0.1357176606
1467	0.1357108476
1468	0.1356999444
1469	0.135687206
1470	0.1356796409
1471	0.135666014
1472	0.1356602443
1473	0.1356442258
1474	0.135635901
1475	0.1356220248
1476	0.1356045042
1477	0.1355871686
1478	0.1355851917
1479	0.1355751446
1480	0.135568818
1481	0.1355602036
1482	0.1355457009
1483	0.1355373865
1484	0.1355153792
1485	0.1355086945
1486	0.1354922107
1487	0.1354819655
1488	0.1354679184
1489	0.1354501623
1490	0.1354398245
1491	0.1354248916
1492	0.1354152322
1493	0.1354029966
1494	0.135395459
1495	0.1353898751
1496	0.1353853198
1497	0.1353772319
1498	0.1353588709
1499	0.1353479274
1500	0.135336074
1501	0.135324016
1502	0.1353171637
1503	0.1353087725
1504	0.1353025434
1505	0.1352941012
1506	0.1352826939
1507	0.1352679645
1508	0.1352626362
1509	0.1352440891
1510	0.1352343546
1511	0.1352088514
1512	0.1351930406
